	Species	Demog Model	Selection Coefficient	Dominance Coefficient	Sweep Start Time	Gene Conversion Ratio	Good Rep %	Fixed %	Partial %	Sweeping mut absent from samp%	Mean Recombinant Pop Freq (fixed)	Fraction Soft in Pop (fixed)	Mean Recombinant Sample Freq (fixed)	Fraction Soft in Sample (fixed)	Mean Recombinant Sample Freq (incomplete)	Mean Rec Sample Freq (all)	SEM Rec Sample Freq (all)	Fraction Soft in Sample (incomplete)	Mean Sweep Freq in Sample (incomplete)
98	HomSap	OutOfAfrica_2T12	0.01	0.0	1.0	5.0	1.0	1.0	0.0	0.0	0.18840289048750003	0.4	0.20543715846994534	0.366	NA	0.20543715846994534	0.01538879807945216	NA	NA
99	HomSap	OutOfAfrica_2T12	0.01	0.0	1.0	50.0	1.0	1.0	0.0	0.0	0.5242424377070707	0.99	0.5270689655172415	0.986	NA	0.5270689655172415	0.011377093509387736	NA	NA
100	HomSap	OutOfAfrica_2T12	0.01	0.5	0.01	0.0	1.0	0.0	0.749	0.251	NA	NA	NA	NA	NA	NA	NA	0.0	0.014320000000000003
101	HomSap	OutOfAfrica_2T12	0.01	0.5	0.01	1.0	1.0	0.0	0.779	0.221	NA	NA	NA	NA	0.40625	0.40625	0.20296913535660394	0.005134788189987163	0.014025000000000003
102	HomSap	OutOfAfrica_2T12	0.01	0.5	0.01	10.0	1.0	0.0	0.768	0.232	NA	NA	NA	NA	0.3746961718836719	0.3746961718836719	0.046446683238505704	0.052083333333333336	0.01445
103	HomSap	OutOfAfrica_2T12	0.01	0.5	0.01	5.0	1.0	0.0	0.757	0.243	NA	NA	NA	NA	0.37527777777777777	0.37527777777777777	0.0705237472620056	0.026420079260237782	0.013880000000000002
104	HomSap	OutOfAfrica_2T12	0.01	0.5	0.01	50.0	1.0	0.0	0.785	0.215	NA	NA	NA	NA	0.41041359545573025	0.41041359545573025	0.023576768746809543	0.2267515923566879	0.014770000000000002
105	HomSap	OutOfAfrica_2T12	0.01	0.5	0.05	0.0	1.0	0.021	0.968	0.011	NA	0.0	NA	0.0	NA	NA	NA	0.0	0.885
106	HomSap	OutOfAfrica_2T12	0.01	0.5	0.05	1.0	1.0	0.023	0.961	0.016	0.0162272	0.043478260869565216	0.02	0.043478260869565216	0.06620682103211495	0.0654959468623901	0.018659684514041316	0.06659729448491156	0.8808393039918115
107	HomSap	OutOfAfrica_2T12	0.01	0.5	0.05	10.0	1.0	0.022	0.97	0.008	0.19143386	0.22727272727272727	0.22875	0.18181818181818182	0.09271202931717837	0.09377482596313791	0.008890087234128027	0.5237113402061856	0.8811196319018404
108	HomSap	OutOfAfrica_2T12	0.01	0.5	0.05	5.0	1.0	0.03	0.965	0.005	0.52727275	0.06666666666666667	0.535	0.06666666666666667	0.07331003577169	0.07615997382248203	0.00972011203896518	0.33367875647668394	0.886020618556701
109	HomSap	OutOfAfrica_2T12	0.01	0.5	0.05	50.0	1.0	0.03	0.965	0.005	0.32452453695652167	0.7666666666666667	0.34727272727272723	0.7333333333333333	0.23888335723526488	0.24150953139916817	0.009733160952180488	0.9181347150259067	0.8747268041237114
110	HomSap	OutOfAfrica_2T12	0.01	0.5	0.1	0.0	1.0	0.794	0.205	0.001	NA	0.0	NA	0.0	NA	NA	NA	0.0	0.8848300970873785
111	HomSap	OutOfAfrica_2T12	0.01	0.5	0.1	1.0	1.0	0.787	0.213	0.0	0.1611202176470588	0.043202033036848796	0.17354838709677425	0.03939008894536213	0.13498524739439371	0.15797481144773595	0.030633898275582345	0.09859154929577464	0.8903521126760563
112	HomSap	OutOfAfrica_2T12	0.01	0.5	0.1	10.0	1.0	0.787	0.212	0.001	0.19463914789090908	0.34942820838627703	0.20404942965779468	0.3341804320203304	0.2593912278014278	0.21884835060985255	0.014890568818326613	0.4528301886792453	0.8576525821596244
113	HomSap	OutOfAfrica_2T12	0.01	0.5	0.1	5.0	1.0	0.82	0.179	0.001	0.19006664096407186	0.20365853658536584	0.20212025316455698	0.1926829268292683	0.18069031630191618	0.19696882603411447	0.018803284722563113	0.27932960893854747	0.8425833333333335
114	HomSap	OutOfAfrica_2T12	0.01	0.5	0.1	50.0	1.0	0.825	0.173	0.002	0.36249373600554013	0.8751515151515151	0.3696322489391797	0.8569696969696969	0.4802739731841258	0.3899463761388868	0.011662308429306023	0.9190751445086706	0.831542857142857
115	HomSap	OutOfAfrica_2T12	0.01	0.5	0.5	0.0	1.0	1.0	0.0	0.0	NA	0.0	NA	0.0	NA	NA	NA	NA	NA
116	HomSap	OutOfAfrica_2T12	0.01	0.5	0.5	1.0	1.0	1.0	0.0	0.0	0.09816300457142857	0.07	0.10181818181818181	0.066	NA	0.10181818181818181	0.02358504829489829	NA	NA
